LOC_ID,gene_ID,unitpro,up_evalue,cel,cel_evalue,dmel,dmel_evalue,spur_acc,spur_evalue
LOC117692033,uncharacterized LOC117692033,P33538.1,1.04e-06,C25F9.2.1,1.12e-86,Sara-PA,0.57,XP_030828095.1,0
LOC117692034,flocculation protein FLO11-like,Q9QZL0.2,9.4,Y64G10A.2.1,3.9,SCOT-PA,7.7,XP_030828398.1,0.007
LOC117692035,uncharacterized LOC117692035,Q5ND28.1,0.007,T01D3.1b.1,0.075,cue-PA,0.15,XP_030835556.1,9.05e-05
LOC117692036,multiple epidermal growth factor-like domains protein 11,Q14162.3,9.59e-19,Y47H9C.4a.1,2.34e-17,drpr-PF,9.49e-18,XP_030829212.1,2.47e-21
LOC117692037,death-associated inhibitor of apoptosis 2-like,Q24307.3,5.51e-24,F10D7.5a.1,1.15e-08,Diap2-PB,3.06e-24,XP_030844326.1,7.02e-15
LOC117692039,multiple epidermal growth factor-like domains protein 10,A0JM12.1,3.16e-20,Y64G10A.7b.1,2.92e-15,drpr-PB,2.94e-19,XP_030829212.1,1.26e-20
LOC117692040,uncharacterized LOC117692040,Q4R9C4.2,7.88e-06,Y65B4BR.4b.1,0.00015,,,XP_030850216.1,5.63e-08
LOC117692041,multiple epidermal growth factor-like domains protein 9,Q06805.1,1.22e-11,Y47H9C.4a.1,2.43e-09,drpr-PA,8.91e-09,XP_030849158.1,8.6e-10
LOC117692042,uncharacterized protein K02A2.6-like,Q09575.1,4.04e-51,R10H10.7.1,1.8,TwdlJ-PB,1.3,XP_030843224.1,1.55e-157
LOC117692043,uncharacterized LOC117692043,Q95SX7.1,7.26e-05,Y37A1B.11c.1,0.4,Cyp6v1-PC,8.7,XP_030835901.1,1.36e-52
LOC105331472,tripartite motif-containing protein 45-like,Q9H8W5.2,4.01e-07,F26F4.7.1,6.36e-07,Trim9-PA,2.78e-05,XP_030849548.1,1.71e-09
LOC105331449,"protein still life, isoform SIF type 1",P91620.2,0,C11D9.1.1,9.61e-20,sif-PO,0,XP_030850376.1,0
LOC117692044,uncharacterized LOC117692044,Q9V3R6.1,7.1,R12A1.2a.1,0.93,Adat1-PB,0.65,XP_003727830.1,0.2
LOC117680649,uncharacterized LOC117680649,A0AJ11.1,0.01,F25D1.3.1,1,CG5276-PB,1.3,XP_030840536.1,0.13
LOC117692045,uncharacterized LOC117692045,Q9V3R6.1,6.1,E01H11.1d.1,0.91,Adat1-PB,0.59,XP_030854375.1,0.96
LOC105318305,uncharacterized LOC105318305,Q8BQH4.1,0.82,F57B10.9.1,2.9,,,XP_030833618.1,2.9
LOC117692046,uncharacterized LOC117692046,Q2XSC4.1,2.1,T24E12.5.1,9.8,Sirt7-PA,2.6,XP_030847285.1,0.001
LOC117692047,uncharacterized LOC117692047,P45249.1,1.4,F10F2.4.1,1.2,CG7564-PD,0.36,XP_030850462.1,2.23e-38
LOC117692048,uncharacterized LOC117692048,P52495.2,0.12,R05D11.6.1,1.2,Atac2-PA,1,XP_030845194.1,1.2
LOC117692049,uncharacterized LOC117692049,Q13410.3,0.21,K11C4.2.1,3,,,XP_030836579.1,0.053
LOC117692050,cholecystokinin receptor type A-like,P56718.1,1.3e-11,C50F7.1b.1,2.77e-08,TkR86C-PA,0.17,XP_030829279.1,1.37e-15
LOC105320278,uncharacterized LOC105320278,Q5XKE0.1,1.7,ZK218.7.1,7,mys-PB,1.5,XP_003724546.2,7.9
LOC117692051,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like",Q4LDE5.3,2.41e-34,T07H6.5c.1,9.47e-17,fw-PB,3.3e-23,XP_792282.4,4.53e-37
LOC117692052,uncharacterized LOC117692052,Q9BU19.1,0.004,ZK1128.1.2,4,Strn-Mlck-PJ,2,XP_784339.3,0.23
LOC117692053,uncharacterized LOC117692053,Q02TE1.1,1.1,Y48A6C.6.1,1.8e-12,SA-PA,6.8,XP_030839858.1,3.41e-72
LOC117692054,uncharacterized LOC117692054,Q9BX69.2,0.24,Y20F4.8.1,0.000103,CG5762-PA,1.7,XP_030833438.1,0
LOC117692055,uncharacterized LOC117692055,Q9BX69.2,0.24,C15F1.3b.1,0.23,ft-PA,7.2,XP_030833438.1,0
LOC117692056,uncharacterized LOC117692056,P27401.2,0.000129,Y20F4.8.1,1.17e-12,Cyp4d1-PB,0.46,XP_030844258.1,0
LOC117692057,probable ATP-dependent DNA helicase RecS,Q09811.1,8.89e-39,F18C5.2.1,6.05e-33,Blm-PA,4.36e-37,XP_011679956.2,1.02e-59
LOC117692058,uncharacterized LOC117692058,C0H3Q7.1,7.5,F28H7.4.1,1,CG33017-PC,1.5,XP_030839019.1,4.3
LOC105329733,uncharacterized LOC105329733,Q836A6.1,0.53,F28H7.4.1,0.7,Pvr-PG,2.1,XP_030839019.1,3.9
LOC105329732,multiple epidermal growth factor-like domains protein 10,Q6DIB5.1,1.02e-14,Y64G10A.7b.1,2.63e-17,drpr-PB,1.94e-13,XP_030829199.1,1.62e-19
LOC117692059,multiple epidermal growth factor-like domains protein 10,A0JM12.1,1.82e-19,Y64G10A.7d.1,3.5e-19,drpr-PB,7.79e-11,XP_003728180.2,1.25e-19
LOC117692060,multiple epidermal growth factor-like domains protein 10,A0JM12.1,3.06e-08,Y64G10A.7b.1,5.83e-06,NimA-PD,3.44e-08,XP_030828310.1,3.75e-08
LOC117692061,protein draper-like,Q9W0A0.3,3.23e-09,Y47H9C.4a.1,3.15e-08,drpr-PA,0.000366,XP_030828309.1,1.4e-09
LOC105329729,uncharacterized LOC105329729,Q9CP62.1,0.061,B0334.3b.1,0.56,alpha-Man-Ic-PA,0.97,XP_003729869.2,3.2
LOC117692062,uncharacterized LOC117692062,Q5UR67.1,2.99e-20,T24A6.7.1,6.95e-19,CG14650-PA,1.6,XP_793312.2,6.05e-33
LOC117692065,uncharacterized LOC117692065,Q8GZ29.1,0.09,C02G6.2.1,3.2,mthl11-PC,2.2,XP_030845293.1,0.63
LOC105329780,uncharacterized LOC105329780,Q5UR67.1,1.28e-33,T24A6.7.1,7.24e-33,,,XP_793312.2,2.57e-48
LOC117692066,prostaglandin E2 receptor EP4 subtype-like,P32240.1,1.68e-17,K10B4.4.1,3.18e-05,PK1-R-PE,0.007,XP_030854209.1,2.06e-09
LOC105327940,prostaglandin E2 receptor EP4 subtype-like,P32240.1,1.82e-18,K10B4.4.1,0.000221,sNPF-R-PB,0.005,XP_011672390.1,1.59e-06
LOC105327941,prostaglandin E2 receptor EP4 subtype,P32240.1,1.98e-15,K10B4.4.1,0.001,PK1-R-PE,0.28,XP_030854209.1,4.43e-06
LOC105327942,uncharacterized LOC105327942,A2BE28.1,1.81e-22,Y6B3B.9a.1,1.41e-23,IleRS-PD,6.4,XP_030829891.1,3.64e-24
LOC105327945,uncharacterized LOC105327945,A5DF78.2,0.43,F48E8.8a.1,0.58,Bet5-PA,1.4,XP_030852100.1,2.4
LOC105327946,superoxide dismutase [Cu-Zn],P08228.2,8.07e-75,C15F1.7a.1,1.58e-58,Sod1-PA,1.88e-68,XP_784574.2,1.36e-69
LOC105326080,uncharacterized LOC105326080,Q8VHI4.1,2.11e-07,F52C6.14.1,0.6,CG32069-PA,1.7,XP_030849215.1,1.06e-166
LOC105346886,uncharacterized LOC105346886,Q9JI18.1,1.66e-05,F57C7.4.1,0.000133,LpR1-PR,0.000512,NP_001075434.1,7.84e-18
LOC105321866,uncharacterized LOC105321866,A0A1D5P556.2,0.6,C01B9.1a.1,3.6,Msp300-PJ,1.9,XP_030849798.1,0.053
LOC105333987,uncharacterized LOC105333987,O01761.3,1.69e-15,C09D1.1h.1,1.06e-16,Dscam1-PBI,9.05e-11,XP_030854049.1,3.03e-10
LOC117692068,uncharacterized LOC117692068,Q9ESN6.1,2.2e-14,ZK112.2a.1,2.63e-08,brat-PF,0.002,XP_787393.2,6.54e-09
LOC117692069,uncharacterized LOC117692069,Q9ESN6.1,6.12e-10,C12C8.3b.2,4.84e-07,Trim9-PA,0.000365,XP_030830049.1,2.58e-09
LOC105345046,ashwin,Q9BVC5.1,0.000324,Y75B8A.2b.1,3.6,CG42512-PB,7.9,XP_030850855.1,1.01e-09
LOC117692070,uncharacterized LOC117692070,Q9R1R2.1,2.1e-12,F26F4.7.1,7.43e-07,wech-PE,0.000403,XP_003730096.2,2.14e-10
LOC117692071,uncharacterized LOC117692071,Q5XI29.1,1.1,Y37E11AL.6c.1,5.8,capu-PA,4,XP_030829917.1,5.8e-17
LOC105345027,transmembrane protein 242,Q63ZZ0.1,7.96e-11,F28D9.4.1,0.024,CG11699-PB,8.25e-10,XP_786165.1,1.11e-06
LOC117692075,uncharacterized LOC117692075,Q9ESN6.1,5.04e-10,F26F4.7.1,1.18e-07,wech-PE,2.03e-06,XP_787393.2,9.98e-12
LOC117692076,uncharacterized LOC117692076,Q1M3A7.1,0.11,F54C8.2.1,2.7,phol-PB,1.4,XP_030831118.1,2.3
LOC105344003,telomerase protein component 1,Q99973.2,2.52e-42,T05C3.2.1,4.53e-08,CG10185-PA,8.99e-10,XP_011684103.2,3.36e-140
LOC105343984,chromatin assembly factor 1 subunit B,Q9D0N7.1,7.51e-164,Y71G12B.1b.1,6.49e-67,Caf1-105-PA,4.63e-121,XP_030851188.1,4.23e-156
LOC117692078,galactose-specific lectin nattectin-like,Q93118.1,1.36e-05,F40F4.6a.1,0.018,lectin-24A-PA,0.003,XP_781763.2,0.000157
LOC117692085,cell death abnormality protein 1-like,Q06805.1,3.78e-08,Y47H9C.4a.1,4.35e-08,drpr-PE,2.04e-08,XP_003725730.1,9.76e-12
LOC105345664,uncharacterized LOC105345664,P44772.1,1.6,Y39A3B.1.1,0.28,boly-PA,0.051,XP_030841575.1,0.22
LOC117692086,multiple epidermal growth factor-like domains protein 10,A0JM12.1,3.45e-22,Y64G10A.7b.1,4.88e-23,drpr-PE,9.68e-17,XP_030829160.1,5.76e-27
LOC105346338,piggyBac transposable element-derived protein 4-like,Q96DM1.3,1.31e-49,Y57G11C.7.1,4.4,CG9839-PB,0.78,XP_030839578.1,1.05e-65
LOC117692090,uncharacterized LOC117692090,Q75A17.1,0.92,Y39A3B.1.1,0.27,boly-PA,0.095,XP_030841578.1,0.13
LOC105321268,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like,Q5ZJL9.2,3.41e-102,ZK177.8b.2,6.68e-44,fal-PD,7.04e-22,XP_030831748.1,1.75e-98
LOC117692093,uncharacterized LOC117692093,Q96AY4.4,0.08,F10B5.3.1,1.5,CG13837-PA,4.5,XP_011672193.2,8.5
LOC117692094,uncharacterized LOC117692094,Q99572.4,1.2,Y92H12BL.1b.1,8.2,loh-PD,6.5,XP_011672505.2,7.91e-14
LOC117692095,uncharacterized LOC117692095,Q9UXU7.1,1.9,C49G7.12b.1,9,CG10660-PD,7.4,XP_011677896.2,1.63e-23
LOC117692096,uncharacterized LOC117692096,Q99572.4,0.18,Y92H12BL.1b.1,9.6,,,XP_011672505.2,9.15e-15
LOC117692097,uncharacterized LOC117692097,Q8VXZ7.1,0.39,F41D9.5.1,2.3,Pcl-PB,2.7,XP_030830159.1,7.5
LOC117692098,uncharacterized LOC117692098,Q9T0F4.1,0.004,C18B2.5a.1,1.36e-17,pnut-PA,0.18,XP_030840051.1,0.000392
LOC105348172,receptor-type tyrosine-protein phosphatase alpha-like,Q99M80.2,3.28e-84,C09D8.1c.1,8.64e-62,Ptp99A-PG,1.47e-67,XP_030852470.1,5.35e-98
LOC105322104,xanthine dehydrogenase/oxidase-like,P47989.4,0,F55B11.1.1,0,ry-PA,0,XP_030854866.1,0
LOC105348171,receptor-type tyrosine-protein phosphatase epsilon-like,Q99M80.2,1.13e-86,C09D8.1h.1,9.18e-64,Ptp99A-PG,2.79e-70,XP_030852090.1,1.22e-96
LOC117692099,85/88 kDa calcium-independent phospholipase A2-like,P97570.2,5.29e-120,W07A8.2b.1,6.24e-77,iPLA2-VIA-PD,1.25e-109,XP_030855224.1,1.24e-109
LOC117692100,receptor-type tyrosine-protein phosphatase zeta-like,B9EKR1.1,2.55e-88,C09D8.1h.1,8.77e-66,Ptp99A-PG,5.48e-71,XP_030852470.1,4.67e-98
LOC117692101,uncharacterized LOC117692101,P10394.1,0.33,C25G4.5.1,6.9,,,XP_030839572.1,4.79e-11
LOC117692102,uncharacterized LOC117692102,Q75AG5.1,0.87,Y95B8A.11a.1,0.29,bt-PH,3.4,XP_003729029.2,1.6
LOC117692103,uncharacterized LOC117692103,Q7VMX4.1,2.3,ZK973.6c.1,4.6,Hmgs-PF,0.6,XP_030836051.1,3.2
LOC117692104,zinc finger protein 729-like,P10076.2,4.41e-40,Y38H8A.5.1,2.88e-25,Phs-PA,1.02e-35,XP_796221.2,1.28e-36
LOC117692105,zinc finger protein 2 homolog,P17141.4,6.22e-43,Y38H8A.5.1,4.73e-32,CG12299-PA,1.52e-35,XP_791414.2,1.83e-41
LOC117692106,snake venom 5'-nucleotidase-like,Q05927.2,4.24e-163,F56D12.6a.1,2.1,NT5E-2-PA,1.14e-126,XP_030850386.1,1.07e-168
LOC117692107,tolloid-like protein 2,O57382.1,2.61e-08,F38E9.2.1,3.31e-07,tok-PC,6.52e-08,XP_030845293.1,8.63e-08
LOC105321412,uncharacterized LOC105321412,Q60614.2,0.095,C02F4.1.2,0.56,,,XP_030850859.1,4.7
LOC117692108,uncharacterized LOC117692108,B2AGU2.1,0.72,Y20F4.8.1,4.76e-11,CG33978-PG,0.13,XP_030856089.1,5.47e-129
LOC117692109,uncharacterized LOC117692109,Q03MX3.1,0.031,Y48A6C.6.1,0.39,CARPA-PC,1.3,XP_011667315.1,0.000495
LOC117692111,uncharacterized LOC117692111,Q8VIK5.1,1.53e-09,Y64G10A.7b.1,1e-07,NimA-PD,1.78e-08,XP_030852020.1,1.06e-09
LOC117692112,uncharacterized LOC117692112,Q8I3Z1.1,0.31,Y8A9A.4.1,3.2,IA-2-PD,6.2,XP_030831984.1,0.86
LOC117692113,uncharacterized LOC117692113,Q8TDQ0.3,3.9,C05D2.1d.1,2.7,lost-PA,1.8,XP_030849437.1,0.23
LOC105322266,uncharacterized LOC105322266,Q9BPW4.3,2.2,F14H3.10.1,0.51,CG2681-PA,0.9,XP_011662471.2,2.9e-07
LOC105333406,allene oxide synthase-lipoxygenase protein,O35936.1,3.45e-41,K09H9.2.2,6.7,Scox-PA,1.4,XP_030842350.1,7.16e-70
LOC117692116,arachidonate 8S-lipoxygenase-like,O35936.1,5.28e-44,F13D11.4.2,2.2,,,XP_030842350.1,1.68e-68
LOC117692117,"arachidonate 12-lipoxygenase, 12R-type-like",O75342.1,3.46e-45,F13D11.4.2,1.4,CG7094-PA,1.6,XP_030842350.1,2.05e-74
LOC105333408,allene oxide synthase-lipoxygenase protein-like,O16025.1,8.9e-14,T19E7.2b.1,1.3,Idgf5-PA,2.4,XP_030842351.1,2.93e-27
LOC117692119,uncharacterized LOC117692119,B9JLF7.1,2.5,C12D5.2a.1,2.9,Prm-PA,1.5,XP_030843166.1,0.000298
LOC117692120,uncharacterized LOC117692120,P27479.3,0.008,F40D4.12.1,2.7,CG13795-PC,4.9,XP_030843167.1,0.00012
LOC105322015,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Q8N2E2.4,1.05e-18,F11C7.4.1,4.19e-17,LRP1-PG,5.97e-14,XP_030851784.1,1.36e-21
LOC117692126,protein enabled homolog,Q6PAL0.1,2.15e-13,ZK783.1g.1,1.07e-06,Hk-PH,7.2,XP_030852014.1,6.61e-07
LOC117692128,uncharacterized LOC117692128,Q5RJ80.1,5.98e-08,ZC8.4d.1,0.095,lobo-PC,4.6,XP_003724148.1,1.37e-10
LOC105341179,uncharacterized LOC105341179,Q97D63.1,0.073,ZK546.5.1,0.39,eater-PC,0.22,XP_011672706.2,0.26
LOC117692131,innexin-11-like,Q23157.1,4.97e-30,W04D2.3a.2,4.38e-31,Inx3-PC,1.59e-11,XP_030829927.1,3.4
LOC105343677,multiple epidermal growth factor-like domains protein 10,Q96GP6.5,9.36e-06,Y47H9C.4a.1,0.004,drpr-PA,1.52e-05,XP_030846000.1,1.68e-05
LOC105323469,cell death abnormality protein 1-like,Q96GP6.5,5.58e-05,Y47H9C.4a.1,0.000244,drpr-PF,0.064,XP_030828309.1,1.83e-05
LOC105330202,uncharacterized LOC105330202,O35474.2,1.14e-13,C40H5.7.1,0.005,crb-PD,0.000778,XP_030844401.1,1.87e-16
LOC105330208,intersectin-1,Q9WVE9.2,0,Y116A8C.36a.1,2.95e-82,Dap160-PH,3.26e-118,XP_030850122.1,0
LOC105336132,bile salt-activated lipase,P07882.2,9.31e-16,K11G9.1.1,7.45e-08,Nlg3-PB,1.04e-05,XP_030855855.1,4.43e-14
LOC105343872,carboxylesterase 1C,G3V7J5.2,1.43e-72,K11G9.1.1,1.89e-59,CG6414-PB,4.33e-57,XP_030832234.1,4.32e-69
LOC105343917,putative ferric-chelate reductase 1,Q8MSU3.1,2.1e-43,C13B4.1a.1,4.01e-43,CG8399-PB,2.77e-41,XP_030852350.1,2.1e-44
LOC105343924,uncharacterized LOC105343924,P78697.3,0.033,T01D3.3b.2,0.43,CG4461-PA,3.7,XP_030840804.1,0.2
LOC117692135,uncharacterized LOC117692135,A7GX39.1,1.1,Y47G6A.31.1,1,Tom70-PC,0.35,XP_011681425.1,0.051
LOC117692136,uncharacterized LOC117692136,Q2UB88.1,0.022,F47A4.2.1,0.88,,,XP_030837464.1,0.86
LOC105330961,CBL-interacting serine/threonine-protein kinase 5,Q54DF2.1,5.39e-55,H39E23.1g.1,2.61e-52,KP78b-PB,3.02e-47,XP_787125.3,2.71e-66
LOC117692140,uncharacterized LOC117692140,Q9LTS7.1,0.95,T10D4.14.1,0.24,Tom70-PC,0.26,XP_030854232.1,0.064
LOC117692141,uncharacterized LOC117692141,P04323.1,2.31e-95,K04G7.1.2,0.000262,Pgant35A-PA,0.15,XP_030849193.1,0
LOC105335934,tubby-related protein 4,Q9JIL5.1,7.05e-163,Y71G12A.3a.1,2.34e-73,Tusp-PG,0,XP_030850648.1,0
LOC105335919,uncharacterized LOC105335919,B0T0G9.1,0.74,T15B12.1b.1,3.2,CG42671-PH,0.15,XP_030854442.1,0.13
LOC105324149,uncharacterized LOC105324149,B8UU51.1,0.08,F36A4.4.1,3.5,CG42671-PH,0.31,XP_011677132.2,0.017
LOC105348245,vacuolar protein sorting-associated protein 13D,Q5THJ4.2,0,C25H3.11d.1,0,Vps13D-PB,0,XP_030843346.1,0
LOC105324669,uncharacterized LOC105324669,Q552Z6.1,0.001,C18B2.5a.1,7.8e-20,robo1-PC,2.26e-07,XP_030828391.1,1.2e-07
LOC117692139,uncharacterized LOC117692139,Q7Z5L3.2,1.21e-12,T04A8.9.2,9.9,CG18530-PA,1.9,XP_780567.2,9.22e-06
LOC117692147,PRKC apoptosis WT1 regulator protein-like,Q96IZ0.1,0.003,F48A11.1b.1,6.5,fon-PA,8.7,XP_011678480.2,0.08
LOC117692148,uncharacterized LOC117692148,Q9CU65.3,0.000199,K06H6.4.1,1.1,woc-PC,0.000351,XP_011668570.1,2.23e-53
LOC117692149,placenta-specific gene 8 protein-like,A1L4L8.1,1.75e-20,Y95B8A.5a.1,5.9,CG5787-PB,5.1,XP_003724503.1,2.6e-23
LOC105324041,protein claret segregational,Q9QWT9.2,1.03e-75,W02B12.7.1,2.48e-54,ncd-PB,6.33e-71,XP_030845008.1,4.93e-80
LOC105343959,platelet endothelial aggregation receptor 1,E9QJQ6.1,0.001,Y64G10A.7b.1,0.014,drpr-PE,0.15,XP_030829212.1,0.001
LOC117692150,scavenger receptor class F member 1-like,Q5ND28.1,5.34e-05,D1044.2c.1,0.000303,drpr-PD,0.022,XP_030852107.1,1.26e-05
LOC117692151,cell death abnormality protein 1-like,Q5VY43.1,1.2e-05,Y47H9C.4b.1,2.67e-06,drpr-PC,1.96e-05,XP_030828510.1,7.77e-07
LOC117692153,uncharacterized LOC117692153,O73791.1,9.73e-05,Y64G10A.7a.1,0.009,drpr-PC,0.026,XP_030842842.1,0.000191
LOC117692156,multiple epidermal growth factor-like domains protein 10,Q06805.1,1.07e-07,Y47H9C.4a.1,2.1e-07,NimA-PD,9.83e-09,XP_030828310.1,3.65e-11
LOC105330534,cell death abnormality protein 1-like,O73791.1,0.027,Y64G10A.7b.1,0.003,NimA-PD,0.004,XP_030844102.1,8.52e-05
LOC105337810,uncharacterized LOC105337810,Q80V70.3,0.000898,Y64G10A.7b.1,0.000705,drpr-PB,0.011,XP_003723430.1,1.19e-05
LOC117692157,scavenger receptor class F member 1-like,O73791.1,0.000263,D1044.2c.1,0.000248,drpr-PC,0.004,XP_030852107.1,8.53e-07
LOC105337808,multiple epidermal growth factor-like domains protein 6,Q06806.3,0.05,Y64G10A.7b.1,0.003,NimA-PD,0.058,XP_030844102.1,0.000126
LOC105334222,multiple epidermal growth factor-like domains protein 10,Q06805.1,2.39e-05,Y64G10A.7b.1,0.000715,drpr-PD,1.7,XP_030842843.1,0.000874
LOC117692159,uncharacterized LOC117692159,Q96KG7.1,0.004,Y47H9C.4a.1,0.000551,NimA-PD,0.009,XP_030851753.1,6.51e-05
LOC117692161,multiple epidermal growth factor-like domains protein 10,P59222.1,0.003,Y64G10A.7b.1,0.087,drpr-PF,4,XP_030846000.1,0.021
LOC117692162,scavenger receptor class F member 1-like,P35590.1,0.008,Y47H9C.4c.1,0.002,drpr-PF,0.025,XP_783327.3,0.000582
LOC117692163,uncharacterized LOC117692163,Q54JA3.1,0.007,F49A5.9.1,0.24,NimA-PD,0.82,XP_030828309.1,2.64e-05
LOC117692165,proteasome assembly chaperone 1-like,A4IHY1.1,1.78e-43,Y5H2B.6.1,0.18,CG15373-PD,0.24,XP_030850975.1,2.31e-32
LOC117692166,uncharacterized LOC117692166,O73791.1,0.002,Y47H9C.4a.1,0.02,drpr-PC,0.41,XP_030828309.1,3.84e-05
LOC117692169,uncharacterized LOC117692169,Q8C525.1,1.45e-15,C16C8.22.1,0.52,CG15865-PA,1.76e-05,XP_011663719.2,0.5
LOC105334225,aldehyde dehydrogenase family 16 member A1,A6QR56.1,0,K04F1.15.1,1.79e-115,Aldh-PB,1.34e-100,XP_030844019.1,0
LOC105335246,CTP synthase 1,Q6PEI7.1,0,W06H3.3.1,0,CTPsyn-PC,0,XP_030850784.1,0
LOC109618440,uncharacterized LOC109618440,Q9ERI6.1,1.11e-06,C15H11.4.2,0.021,CG2064-PA,9.67e-08,XP_030849382.1,3.69e-09
LOC109619794,protein PXR1,O80452.2,0.096,F02C9.3.1,2.8,chico-PC,2.6,XP_030840531.1,2.21e-42
LOC105322728,VWFA and cache domain-containing protein 1-like,Q6PDJ1.1,2.25e-75,C50C3.9c.1,2.76e-06,CG16868-PA,3.84e-38,XP_030852353.1,1.1e-68
LOC105343038,WW domain-containing oxidoreductase,Q91WL8.1,1.37e-49,E04F6.15.1,1.04e-33,CG3842-PD,1.44e-45,XP_030849380.1,1.03e-85
LOC117692171,tripartite motif-containing protein 3-like,O75382.2,2.14e-11,F26F4.7.1,2.25e-06,Trim9-PA,2.76e-05,XP_787393.2,1.2e-13
LOC105328206,copine-9-like,Q5BJS7.1,2.2e-95,T28F3.1b.1,1.12e-82,CG42271-PC,0.31,XP_790964.3,2.06e-100
LOC117692172,uncharacterized LOC117692172,Q87BS5.1,0.17,C33D9.6a.1,0.17,ago-PA,1.5,XP_030836572.1,0.94
LOC105322701,uncharacterized LOC105322701,Q9ULY5.1,0.17,B0218.6b.1,0.02,Taf1-PA,1.6,XP_030841850.1,0.87
LOC105347670,monocarboxylate transporter 14,Q7RTX9.1,1.16e-23,C10E2.6.1,1.17e-26,CG8468-PB,1.85e-13,XP_011684160.2,7.33e-33
LOC117692176,uncharacterized LOC117692176,P23056.1,0.32,C17H1.3.1,1.5,,,XP_030855168.1,0.29
LOC105347671,cilia- and flagella-associated protein 47,Q6ZTR5.5,0,C52D10.7.1,1.8,ZnT49B-PA,9.8,XP_030850976.1,0
LOC105347672,nucleolar and coiled-body phosphoprotein 1,Q14978.2,3.68e-32,H39E23.3.1,0.01,Nopp140-PB,1.01e-27,,
LOC117692177,cytochrome c oxidase copper chaperone-like,Q14061.2,6.85e-20,F40G9.2.1,4.39e-21,Cox17-PA,4.92e-15,XP_030830130.1,4
LOC105330782,"dynein heavy chain 5, axonemal",Q8TE73.3,0,T21E12.4a.2,0,Dhc1-PF,0,XP_030851073.1,0
LOC105331897,uncharacterized LOC105331897,Q86Z23.1,3.62e-09,ZC116.3.1,7.3,pico-PD,2.9,XP_790097.4,1.89e-07
LOC105320640,toll-like receptor 13,Q6R5N8.1,1.08e-39,C56E6.6.1,1.95e-23,trn-PA,5.4e-19,XP_030839961.1,9.75e-41
LOC117692180,uncharacterized LOC117692180,Q9Z4Q7.3,0.68,F35E12.3.1,4.3,hdm-PA,5.3,XP_030852108.1,0.003
LOC117692181,uncharacterized LOC117692181,Q9Z4Q7.3,0.68,F35E12.3.1,4.3,hdm-PA,5.3,XP_030852108.1,0.003
LOC117692182,uncharacterized LOC117692182,Q06685.1,0.62,C35B8.4.1,0.67,subdued-PE,9.6,XP_030851184.1,0.13
LOC117692183,uncharacterized LOC117692183,Q914L0.1,0.15,,,CG6290-PA,9.6,XP_030841094.1,9.2
LOC117692184,uncharacterized LOC117692184,Q914L0.1,0.15,,,CG6290-PA,9.6,XP_030841094.1,9.2
LOC105320499,vacuolar protein sorting-associated protein 13A,Q8BX70.2,1.02e-141,T08G11.1b.1,2.19e-110,Vps13-PB,1.3e-85,XP_030850036.1,0
LOC105325189,putative uncharacterized protein DDB_G0286901,,,R07B7.9b.1,0.28,,,XP_030849669.1,7.25e-05
LOC105325187,uncharacterized LOC105325187,Q9PHE9.1,1.5,W04D2.1a.1,0.46,ppk15-PB,1.9,XP_030842148.1,2.9
LOC105326543,uncharacterized LOC105326543,Q96HE8.4,0.26,T14G10.6.1,0.14,,,XP_030834509.1,0.079
LOC117692189,uncharacterized LOC117692189,Q9TLX3.1,0.047,ZK1248.14.1,0.28,Ugt49B1-PA,0.29,XP_030833124.1,0.59
LOC117680574,uncharacterized LOC117680574,Q96GP6.5,0.00012,Y47H9C.4a.1,0.04,drpr-PE,0.015,XP_030828309.1,0.004
LOC117692190,uncharacterized LOC117692190,Q02858.2,0.004,Y64G10A.7b.1,0.014,drpr-PF,0.28,XP_030828309.1,0.000547
LOC117680658,uncharacterized LOC117680658,Q9TLX3.1,0.047,ZK1248.14.1,0.49,Ugt49B1-PA,0.36,XP_030833124.1,0.39
LOC117692192,uncharacterized LOC117692192,Q80V70.3,0.59,F31A9.3a.1,0.59,cue-PA,2.1,XP_030851750.1,0.24
LOC105319041,uncharacterized LOC105319041,Q54JA3.1,0.061,Y47H9C.4a.1,0.058,crb-PA,1.3,XP_030852020.1,0.004
LOC105334107,ubiquitin carboxyl-terminal hydrolase 27,A2XDG4.1,3.72e-12,E01B7.1.2,2.71e-11,Usp8-PB,1.37e-11,XP_030844503.1,2.63e-09
LOC105343809,uncharacterized LOC105343809,Q9FPS2.1,2.63e-19,Y71A12B.9.1,1.17e-15,Usp8-PB,1.22e-19,XP_783431.3,3.1e-14
LOC105343686,ubiquitin carboxyl-terminal hydrolase 16,P40818.1,4.1e-17,Y71A12B.9.1,1.08e-15,Usp16-45-PF,4.79e-19,XP_030856095.1,4.79e-16
LOC105324401,E3 ubiquitin-protein ligase RNF19A,A4IIY1.1,1.59e-09,C17H11.6b.2,7.83e-06,Sou-PA,3.1,XP_780939.3,4.18e-07
LOC105322713,uncharacterized LOC105322713,Q0CEI2.2,2.81e-28,F15B10.2b.1,8.77e-23,Dcr-1-PA,1.76e-08,XP_030853723.1,9.96e-29
